scenario,episode,step,agent_id,food_N,food_S,food_E,food_W,occ_N,occ_S,occ_E,occ_W,food_here,energy,free_cells,move,reproduce,did_reproduce,did_move
S1,0,4,4619824560,1.2959,-1.0,0.2863,0.0,0,1,0,1,1.0466,2.0282,2,N,False,False,True
S1,0,4,4619820912,3.2657,1.1232,1.787,2.7713,0,0,1,0,0.0,3.7454,3,N,False,False,True
S1,0,4,4619821776,1.0211,0.0,2.6234,4.1551,0,1,0,0,1.8887,4.484,3,W,False,False,False
S1,0,4,4619821488,0.084,2.4765,3.45,0.8481,0,1,0,0,0.0,4.8621,3,W,False,False,True
S1,0,4,4619822928,3.7004,3.4696,4.7564,0.4742,0,0,0,0,0.0,3.8383,4,E,False,False,True
S1,0,4,4619821680,1.8909,1.5164,1.4959,-1.0,0,0,0,1,2.8959,4.9708,3,N,False,False,True
S1,0,4,4614738704,3.4771,1.6266,2.5968,1.0158,0,0,0,0,1.8994,4.9462,4,N,False,False,True
S1,0,4,4596703376,1.8887,2.6455,0.9466,0.0,1,0,0,1,0.0,5.3237,2,S,False,False,True
S1,0,4,4619822832,2.2943,6.1152,0.2803,-1.0,0,0,0,1,2.73,4.3528,3,N,False,False,True
S1,0,4,4595479856,4.1551,0.3132,0.0,1.7206,0,1,1,0,0.0,4.4367,2,N,False,False,True
S1,0,4,4619823600,3.4696,0.0,1.6921,0.3553,0,1,0,0,0.0,1.9381,3,N,False,False,True
S1,0,4,4619823984,3.7271,0.4742,3.7004,0.7755,0,0,0,0,0.2321,4.4578,4,E,False,False,True
S1,0,4,4619822544,0.0,-1.0,5.4193,1.5355,1,1,0,0,0.0,1.544,2,E,False,False,True
S1,0,5,4619821872,0.764,4.731,2.726,7.4202,0,0,0,0,0.0,2.2817,4,W,False,False,True
S1,0,5,4619823792,0.852,4.7594,0.306,2.6951,0,0,0,0,0.0,2.5441,4,S,False,False,True
S1,0,5,4619822640,5.1332,3.0741,2.8074,0.8106,0,0,0,0,0.0,2.1953,4,N,False,False,True
S1,0,5,4596703376,1.1067,2.4267,1.0578,0.0,0,0,0,1,0.0,4.9975,3,S,True,True,True
S1,0,5,4619823600,0.8097,0.4296,0.683,0.9636,0,0,0,0,0.5116,2.6015,4,W,False,False,True
S1,0,5,4619821296,3.5157,1.7984,1.0607,1.7984,0,0,0,1,0.0,3.2414,3,N,False,False,True
S1,0,5,4619822448,4.7184,0.126,-1.0,5.8512,0,0,1,0,0.3452,4.4209,3,N,False,False,True
S1,0,5,4614742736,0.7682,2.6654,0.8106,1.0631,0,0,0,0,0.0,2.9666,4,S,False,False,False
S1,0,5,4594736912,0.2872,1.8004,0.727,0.168,0,0,0,0,0.0,3.1715,4,S,False,False,True
S1,0,5,4619824368,-1.0,0.5919,-1.0,0.0768,1,0,1,1,0.0,0.3643,1,S,False,False,False
S1,0,5,4619823696,-1.0,0.1434,0.0,0.0,1,0,1,1,0.0768,1.4568,1,S,False,False,False
S1,0,5,4619823408,-1.0,1.1384,1.8316,2.384,1,1,0,0,2.7173,3.1822,2,E,False,False,True
S1,0,5,4595755600,0.9293,2.7285,0.0,4.2238,0,0,1,0,0.0,2.1307,3,W,False,False,True
S1,0,5,4619824272,4.9937,0.8732,0.0,0.084,0,0,1,0,0.0,3.8474,3,N,False,False,True
S1,0,5,4595748112,-1.0,3.3592,4.9927,0.1022,1,0,0,0,0.0,0.7468,3,S,False,False,True
S1,0,5,4619821392,0.0545,-1.0,0.126,4.7631,0,1,0,0,0.0,2.9403,3,W,False,False,True
S1,0,5,4619823888,0.3969,-1.0,1.5355,0.084,0,1,0,0,0.0,0.0156,3,E,False,False,False
S1,0,5,4595479856,0.6074,0.9293,0.0,3.5705,0,0,1,0,1.1971,4.6004,3,S,False,False,True
S1,0,5,4619820912,4.7808,0.7911,0.4571,2.7695,0,0,0,0,0.3077,4.0473,4,N,False,False,True
S1,0,5,4594895856,0.3928,5.2765,0.0,0.0909,0,0,1,0,0.0,0.9883,3,S,False,False,True
S1,0,5,4619821104,0.8364,1.1042,2.0315,2.3377,0,0,0,0,2.3052,3.0858,4,E,False,False,False
S1,0,5,4619823216,2.7173,0.7358,0.0909,2.348,1,1,0,0,1.1384,1.2466,2,E,False,False,True
S1,0,5,4619823024,2.726,1.9707,3.0825,4.731,0,0,0,0,2.5586,4.451,4,W,False,False,True
S1,0,5,4619822544,1.7341,-1.0,0.9921,0.3508,0,1,0,0,2.4613,2.2862,3,N,False,False,True
S1,0,5,4619823984,1.6686,0.8097,1.9243,1.1657,0,0,0,0,0.7424,4.6173,4,E,False,False,True
S1,0,5,4594737008,4.7499,0.0,0.0,0.3503,0,0,1,0,0.0,0.8693,3,N,False,False,True
S1,0,5,4619823504,1.727,1.3685,0.6651,0.8664,0,0,0,0,0.0,0.0624,4,N,True,False,False
S1,0,5,4595755312,2.6388,1.9243,0.5585,1.6686,0,0,0,0,2.1509,3.117,4,N,False,False,True
S1,0,5,4596375120,1.4277,1.1149,1.064,0.1196,0,1,0,0,0.0,1.2421,3,N,False,False,True
S1,0,5,4595748016,0.0,2.0315,1.1227,0.8364,1,0,0,0,1.1149,1.5284,3,S,False,False,True
S1,0,5,4619822352,0.3403,0.0,0.5505,3.4876,0,1,0,0,0.2318,3.0851,3,W,False,False,True
S1,0,5,4619822832,1.461,3.6426,4.2238,-1.0,0,0,0,1,0.0,3.8696,3,E,False,False,False
S1,0,5,4619821488,2.8763,3.253,1.0144,0.3423,0,0,0,0,0.0,2.8307,4,N,False,False,False
S1,0,5,4619293456,0.4638,1.4277,0.0,0.0,0,0,0,1,0.0,0.25,3,S,False,False,False
S1,0,5,4619824176,1.1384,4.7808,0.2462,1.6255,1,0,0,0,0.7358,2.7509,3,S,False,False,False
S1,0,5,4595475920,1.1249,5.1673,1.8334,3.4105,0,0,1,0,2.555,5.1449,3,N,False,False,True
S1,0,5,4619822256,1.9707,0.3423,2.8763,2.555,0,0,0,1,1.8334,2.2521,3,E,False,False,True
S1,0,5,4619821584,2.5662,0.907,2.8161,0.8943,0,0,0,0,5.0,3.2538,4,E,False,False,True
S1,0,5,4619822064,2.7371,0.5431,5.6212,0.0,0,0,0,1,0.0,2.9806,3,E,False,False,True
S1,0,5,4619823312,0.2318,0.727,0.0,0.2872,1,0,1,0,0.0,2.5558,2,S,False,False,True
S1,0,5,4619821968,3.4127,0.3283,1.9033,0.0,0,0,0,1,0.1348,4.6278,3,N,False,False,True
S1,0,5,4614738704,2.0349,2.9306,0.5362,0.9886,0,0,0,0,0.5191,5.0079,4,S,False,False,True
S1,0,5,4619822160,0.5505,1.7058,0.8943,0.0,0,0,0,1,0.0,4.7333,3,S,False,False,True
S1,0,5,4619821776,1.0631,1.1067,2.6654,1.1971,0,0,0,1,0.0,4.4657,3,E,False,False,True
S1,0,5,4619821680,-1.0,3.9321,1.7142,-1.0,1,0,0,1,0.0,3.9605,2,E,True,True,True
S1,0,5,4619824560,3.253,1.4943,0.1348,0.0,0,0,1,1,0.0,1.0115,2,N,False,False,True
S1,0,5,4619822928,1.9243,0.683,0.0,0.8097,0,0,1,0,1.7984,4.1216,3,N,False,False,False
S1,0,5,4619821008,1.5672,2.5826,-1.0,1.0144,0,0,1,0,0.492,4.8027,3,S,False,False,True
S1,0,6,4619823792,0.5508,3.0918,0.126,2.6507,0,0,0,0,1.8014,3.0862,4,N,False,False,True
S1,0,6,4619821008,1.4945,1.9453,-1.0,0.4547,0,0,1,1,0.0,4.5178,2,N,False,False,True
S1,0,6,4619823984,2.8164,0.0,0.5577,1.7079,0,1,1,0,0.0,3.7111,2,N,False,False,True
S1,0,6,4595748016,1.4626,3.0801,0.168,0.0,0,0,0,1,0.0,1.3473,3,S,False,False,True
S1,0,6,4619823600,0.5582,0.4393,1.0739,0.3974,0,0,0,0,0.0,1.1378,4,E,False,False,True
S1,0,6,4595755600,1.8046,0.3643,0.4681,0.0,0,0,0,1,1.2658,2.7556,3,N,False,False,True
S1,0,6,4619822448,1.9113,1.2714,-1.0,0.4934,0,0,1,0,1.7604,4.5877,3,N,False,False,True
S1,0,6,4619823408,-1.0,0.0,0.4348,3.3958,1,0,0,0,0.0,2.4704,3,W,False,False,True
S1,0,6,4619822256,0.9257,0.0,0.168,2.3258,0,1,0,0,0.0,2.771,3,W,False,False,True
S1,0,6,4596375120,0.0,0.2904,2.4555,2.3185,0,0,0,1,0.0,0.5144,3,E,False,False,True
S1,0,6,4614738704,1.5627,1.7106,0.0,1.0998,0,0,1,0,0.0,5.03,3,S,False,False,True
S1,0,6,4619821776,0.0,1.0306,2.0769,0.9351,1,0,0,0,0.0,4.3309,3,E,False,False,True
S1,0,6,4619821104,0.8784,1.1462,0.0,2.3797,0,0,1,0,0.0,3.4839,3,N,False,False,True
S1,0,6,4619823312,0.5532,0.6494,0.0,0.6763,0,0,1,0,0.0,0.8646,3,W,False,False,True
S1,0,6,4595479856,2.1592,0.4681,1.1487,1.8046,0,0,0,0,0.0,2.7027,4,N,False,False,True
S1,0,6,4619823216,2.7173,0.7358,0.0909,2.348,1,1,0,0,1.1384,1.2466,2,E,False,False,False
S1,0,6,4614742736,0.8102,0.0,0.8526,1.1051,0,1,0,0,0.0,1.0596,3,E,False,False,True
S1,0,6,4619822640,0.0,0.4811,2.1992,0.949,1,0,0,0,2.1752,2.8072,3,S,False,False,True
S1,0,6,4614736688,0.4681,2.7791,0.0,0.3643,0,0,1,0,0.0,2.8205,3,S,False,False,True
S1,0,6,4596703376,1.0415,0.8595,3.8111,0.0,0,0,0,1,0.0,2.5187,3,E,False,False,True
S1,0,6,4619821296,0.6005,0.6903,0.8673,0.0,0,0,0,1,0.5577,3.6441,3,E,False,False,True
S1,0,6,4619822160,0.9887,1.1051,0.8102,0.0,0,0,0,1,0.0,3.5854,3,N,False,False,True
S1,0,6,4595748112,0.1914,0.9108,0.3823,0.084,0,0,0,0,0.4012,1.6485,4,S,False,False,True
S1,0,6,4619824560,0.0,0.2443,0.4547,2.0357,1,0,1,1,0.295,1.8602,1,S,False,False,True
S1,0,6,4619822064,0.8595,0.3974,0.5582,0.6381,0,0,0,0,2.6632,3.4355,4,N,False,False,True
S1,0,6,4619821872,1.2072,1.1145,0.4983,2.8287,0,0,0,0,4.4622,2.8764,4,W,False,False,True
S1,0,6,4594895856,0.2397,0.1616,0.0,0.2882,0,0,1,0,2.3185,1.8416,3,N,False,False,True
S1,0,6,4619822352,0.0,0.3292,0.8908,1.6004,1,0,0,0,0.5296,3.5191,3,W,True,True,True
S1,0,6,4619293456,0.4638,1.4277,0.0,0.0,0,0,0,1,0.0,0.25,3,S,False,False,False
S1,0,6,4595755312,0.5782,2.8164,0.7542,0.0,0,0,0,1,0.0,3.2254,3,S,False,False,False
S1,0,6,4605476304,0.0,0.5296,0.3823,3.9741,1,1,0,0,0.0,1.2151,2,W,False,False,False
S1,0,6,4619821680,-1.0,0.0,0.5028,0.8341,1,1,0,0,0.0,1.3914,2,E,False,False,True
S1,0,6,4619821488,0.0,0.295,1.0564,0.3843,1,1,0,0,0.0,0.9237,2,E,False,False,True
S1,0,6,4594736912,0.6763,3.6125,0.6494,2.6649,0,0,0,0,0.0,2.4306,4,S,False,False,True
S1,0,6,4619821968,1.0564,1.1023,0.0,0.295,0,0,1,1,0.4547,4.7533,2,S,False,False,True
S1,0,6,4619823024,0.4983,0.0,3.4908,1.1145,0,1,0,0,1.773,4.6118,3,E,False,False,True
S1,0,6,4619820912,0.0,1.1591,0.5701,3.439,1,0,0,0,1.8228,4.2888,3,S,False,False,True
S1,0,6,4619824176,1.4298,1.8228,0.2882,1.6675,0,1,0,0,0.0,1.5796,3,N,False,False,True
S1,0,6,4619822928,0.0,0.725,0.6903,0.8517,1,0,0,0,0.0,4.013,3,W,False,False,True
S1,0,6,4594737008,0.3643,0.2159,2.7791,6.1992,0,0,0,0,1.7919,1.7464,4,E,False,False,False
S1,0,6,4619821584,7.1324,2.1752,3.6691,5.6928,0,1,0,0,0.0,3.5121,3,W,False,False,True
S1,0,6,4619822544,0.725,2.9605,3.496,0.4716,0,0,0,0,0.0,1.656,4,E,False,False,True
S1,0,6,4619824272,0.3843,0.8115,0.295,0.348,0,0,1,0,2.0357,4.1289,3,S,False,False,True
S1,0,6,4619822832,1.503,3.6846,1.2658,-1.0,0,0,1,1,0.0,1.9626,2,S,False,False,True
S1,0,6,4619821392,0.9504,-1.0,0.6301,-1.0,0,1,0,1,1.8051,3.4032,2,N,False,False,True
S1,0,6,4595475920,1.773,3.6259,2.0127,1.6701,1,0,0,0,0.0,3.3338,3,S,False,False,True
S1,0,7,4619821296,2.5779,1.1447,3.4945,1.3285,0,0,0,0,0.0,1.8756,4,E,False,False,True
S1,0,7,4619823024,2.81,2.0547,3.1665,2.7374,0,0,0,0,0.5328,4.7404,4,E,False,False,True
S1,0,7,4595748016,0.3115,0.294,0.5354,1.1882,0,0,0,0,0.1221,2.1288,4,W,False,False,True
S1,0,7,4619823600,0.0,0.5136,0.767,0.2696,1,0,0,0,0.0,0.0772,3,S,False,False,True
S1,0,7,4619822640,2.7787,3.1581,2.8914,0.0,0,0,0,0,0.0,0.8198,4,S,False,False,False
S1,0,7,4595475920,0.7088,5.2513,0.0,3.4945,0,0,1,0,0.6679,3.718,3,S,False,False,True
S1,0,7,4595748112,0.7729,0.9783,2.6502,0.6345,0,0,0,0,0.0,0.3225,4,E,False,False,False
S1,0,7,4614738704,1.048,1.7499,0.0,0.8531,0,0,1,1,0.0,3.8276,2,N,False,False,True
S1,0,7,4619823408,-1.0,0.0,0.5361,2.468,1,1,0,0,0.4378,3.0273,2,E,False,False,True
S1,0,7,4619821776,0.0,1.6047,3.1581,0.9082,0,0,0,0,0.0,3.6346,4,E,False,False,True
S1,0,7,4619822544,1.8824,1.0761,2.6927,0.3732,0,0,0,0,0.538,2.3758,4,E,False,False,True
S1,0,7,4619821584,2.6502,0.991,0.7444,0.9783,0,0,0,0,2.7348,3.8607,4,N,False,False,True
S1,0,7,4605757488,0.8761,0.0,0.0,-1.0,0,1,0,1,1.0161,2.4586,2,N,False,False,True
S1,0,7,4619822352,1.0161,3.0562,1.2754,-1.0,1,0,0,1,0.0,1.101,2,E,False,False,True
S1,0,7,4595479856,0.6914,0.5825,0.9771,0.6545,0,0,0,1,0.0,2.4143,3,E,False,False,True
S1,0,7,4614736688,0.6061,0.6801,0.0,0.0,0,0,1,1,0.0,3.1284,2,N,False,False,True
S1,0,7,4605476304,0.0,0.5296,0.3823,3.9741,1,1,0,0,0.0,1.2151,2,W,False,False,False
S1,0,7,4619823792,0.936,2.4607,0.39,2.7791,0,0,0,0,0.0,1.1128,4,S,False,False,True
S1,0,7,4594736912,0.5281,0.0,0.0,0.5871,0,1,1,0,0.6545,2.9955,2,N,False,False,True
S1,0,7,4619822928,1.7499,0.0,0.8446,0.6002,0,1,0,0,0.0,2.1551,3,N,False,False,True
S1,0,7,4619822832,0.4345,6.2412,0.4063,-1.0,0,0,0,1,0.7266,2.6211,3,S,False,False,True
S1,0,7,4594895856,0.2397,0.1616,0.0,0.2882,0,0,1,0,2.3185,1.8416,3,N,False,False,False
S1,0,7,4619822448,0.5549,2.7199,-1.0,0.21,0,0,1,0,0.0,3.6744,3,S,False,False,True
S1,0,7,4619821392,2.4431,2.5277,0.1385,-1.0,0,0,0,1,0.0,1.766,3,N,False,False,True
S1,0,7,4596375120,0.084,1.148,0.126,0.1449,0,0,0,0,0.0,0.96,4,S,False,False,True
S1,0,7,4596703376,1.1418,1.2497,0.0,0.5457,0,0,1,0,0.8531,3.066,3,S,False,False,True
S1,0,7,4619823984,0.0,0.7842,0.6425,0.0,1,0,0,1,0.0,3.8782,2,S,False,False,True
S1,0,7,4595755312,0.6202,0.0,0.7962,1.048,0,1,0,0,0.0,1.3184,3,W,False,False,False
S1,0,7,4619821008,1.6512,0.9456,-1.0,0.0,0,0,1,0,0.0,3.2017,3,N,False,False,True
S1,0,7,4619821872,1.3762,3.8243,5.0794,0.3576,0,0,0,0,0.0,3.2228,4,E,False,False,True
S1,0,7,4619823312,0.5532,0.6494,0.0,0.6763,0,0,1,0,0.0,0.8646,3,W,False,False,False
S1,0,7,4619820912,2.7225,0.8751,0.5411,2.8535,0,0,0,0,0.0,2.6832,4,N,False,False,True
S1,0,7,4619821968,1.4474,0.4123,1.9873,0.0,0,0,0,0,0.0,2.9979,4,E,False,False,True
S1,0,7,4619821104,0.2036,0.7388,1.5046,0.5411,0,0,0,0,0.0,1.7586,4,E,False,False,True
S1,0,7,4594737008,0.4063,0.2579,0.0,6.2412,0,0,1,0,0.0,1.6314,3,N,False,False,True
S1,0,7,4595755600,0.6545,1.859,0.5825,1.545,1,0,0,0,0.0,2.1021,3,S,False,False,True
S1,0,7,4619822160,0.6345,0.7591,0.9783,0.5952,0,0,0,0,0.0,1.95,4,E,False,False,True
S1,0,7,4614742736,0.8102,0.0,0.8526,1.1051,0,1,0,0,0.0,1.0596,3,E,False,False,False
S1,0,7,4619824176,0.4378,0.3579,0.042,2.432,1,0,0,0,0.0,0.7865,3,S,False,False,True
S1,0,7,4619822256,2.0547,0.4263,0.5962,0.6679,0,0,0,1,0.0,2.6357,3,N,False,False,True
S1,0,7,4619821680,-1.0,0.0,0.5028,0.8341,1,1,0,0,0.0,1.3914,2,E,False,False,False
S1,0,7,4619821488,0.0,0.295,1.0564,0.3843,1,1,0,0,0.0,0.9237,2,E,False,False,False
S1,0,7,4619822064,0.5457,3.3923,1.2497,0.0,0,0,0,1,0.0,1.7009,3,S,False,False,True
S1,0,7,4619824272,2.9034,0.9572,0.0,0.168,0,0,0,0,0.0,2.2076,4,N,False,False,True
S1,0,7,4619824560,0.0,0.2443,0.4547,2.0357,1,0,1,1,0.295,1.8602,1,S,False,False,False
S1,0,8,4619823984,0.8176,0.8866,1.3705,0.0,0,0,0,1,0.0,1.9798,3,E,False,False,True
S1,0,8,4605757488,-1.0,1.5498,0.3623,-1.0,1,0,0,1,0.0,0.936,2,E,True,True,True
S1,0,8,4619823024,0.336,1.0097,4.5615,1.5228,0,0,0,0,0.2085,4.8433,4,E,False,False,True
S1,0,8,4595755600,0.4624,0.0,0.5521,0.4765,0,0,0,0,0.0,1.6336,4,E,False,False,True
S1,0,8,4619821392,0.4763,0.3952,0.126,-1.0,0,0,0,1,0.0,1.9489,3,N,False,False,True
S1,0,8,4619822928,0.8075,0.473,0.0,0.0,0,0,1,1,0.0,1.567,2,N,False,False,True
S1,0,8,4595748016,0.7808,2.852,0.5898,0.89,0,0,0,0,0.0,0.9843,4,S,False,False,True
S1,0,8,4619821008,0.6676,0.6823,-1.0,0.252,0,0,1,0,0.0,2.3056,3,N,False,False,True
S1,0,8,4619824176,0.4378,0.3579,0.042,2.432,1,0,0,0,0.0,0.7865,3,S,False,False,False
S1,0,8,4619820912,0.0,0.5786,0.6541,3.523,0,0,0,0,0.0,2.9621,4,W,False,False,True
S1,0,8,4594737008,0.4063,0.2579,0.0,6.2412,0,0,1,0,0.0,1.6314,3,N,False,False,False
S1,0,8,4619821968,0.9876,2.2053,-1.0,0.6416,0,0,1,0,0.0,2.4787,3,N,False,False,True
S1,0,8,4619822160,0.0,0.8942,3.5489,0.432,0,0,0,0,0.0,0.6313,4,E,False,False,True
S1,0,8,4614738704,1.6467,0.8075,0.0,1.1838,0,0,0,0,0.0,2.2031,4,N,False,False,True
S1,0,8,4596375120,0.234,1.2487,0.579,0.3744,0,0,0,0,0.0,0.009,4,S,False,False,False
S1,0,8,4619821584,0.4663,3.5489,7.2164,0.0,0,0,0,0,0.0,3.8318,4,E,False,False,True
S1,0,8,4619822544,2.8211,0.5454,0.0,1.0551,0,0,1,0,0.0,2.6864,3,N,False,False,True
S1,0,8,4619822256,1.5228,0.5691,1.0097,0.7508,0,0,0,0,0.0,2.2562,4,N,False,False,True
S1,0,8,4619821872,1.2912,1.1985,0.5823,0.6866,0,0,0,0,2.1214,3.6292,4,N,False,False,True
S1,0,8,4619821296,1.7541,0.978,1.4535,0.4171,0,0,0,0,0.5365,2.5515,4,N,False,False,True
S1,0,8,4595755312,0.6202,0.0,0.7962,1.048,0,1,0,0,0.0,1.3184,3,W,False,False,False
S1,0,8,4619823600,0.0,0.5136,0.767,0.2696,1,0,0,0,0.0,0.0772,3,S,False,False,False
S1,0,8,4619822064,0.3822,0.4814,0.6422,0.7221,0,0,0,0,0.4343,2.4117,4,W,False,False,True
S1,0,8,4596703376,1.5083,0.6422,0.0,0.3822,0,0,1,0,0.0,1.7955,3,N,False,False,True
S1,0,8,4614736688,0.5521,0.6677,0.5877,0.0,0,0,0,0,0.0,1.2019,4,N,False,False,False
S1,0,8,4619821776,0.0,0.6622,0.6085,0.7689,0,0,0,0,0.2001,3.9587,4,S,False,False,True
S1,0,8,4595479856,1.1891,1.2327,0.9502,0.5249,0,0,0,0,0.0,1.0016,4,N,False,False,True
S1,0,8,4595748112,0.7729,0.9783,2.6502,0.6345,0,0,0,0,0.0,0.3225,4,E,False,False,False
S1,0,8,4619824272,0.4683,0.4835,0.751,0.432,0,0,0,0,0.0,2.7625,4,E,False,False,True
S1,0,8,4594736912,0.042,1.2956,0.7334,2.7489,0,0,0,0,0.0,1.0175,4,W,False,False,True
S1,0,8,4619823408,-1.0,0.084,0.5188,1.0852,1,0,0,0,0.0,1.051,3,W,False,False,True
S1,0,8,4619822448,0.7769,1.3554,-1.0,0.5774,0,0,1,0,0.0,3.7524,3,S,False,False,True
S1,0,8,4619822352,0.042,0.4132,0.9748,0.2622,0,0,0,0,0.0,0.2493,4,E,False,False,True
S1,0,8,4619823792,0.2646,3.1758,0.21,0.0,0,0,0,1,0.0,1.4439,3,S,False,False,True
S1,0,8,4619821104,0.3744,0.3535,1.2487,0.3937,0,0,0,0,0.0,1.0045,4,E,False,False,True
S1,0,8,4619822640,2.7787,3.1581,2.8914,0.0,0,0,0,0,0.0,0.8198,4,S,False,False,False
S1,0,8,4619822832,1.2928,0.4763,0.3683,-1.0,0,0,0,1,3.2832,3.1478,3,N,False,False,True
S1,0,8,4595475920,1.4535,0.432,0.4683,0.978,0,0,0,0,2.2933,4.0254,4,N,False,False,True
S1,0,9,4595748016,0.2389,0.0,0.378,0.6243,0,1,0,0,0.0,1.7325,3,W,False,False,True
S1,0,9,4619822448,0.7925,0.294,-1.0,6.0192,0,0,1,0,0.0,2.4503,3,W,False,False,True
S1,0,9,4619821296,1.2405,1.0887,0.7928,2.6619,0,0,0,0,0.0,1.8883,4,W,False,False,True
S1,0,9,4619822160,0.8084,1.075,0.8284,0.1683,0,0,0,0,0.5909,1.556,4,N,False,False,True
S1,0,9,4619823024,6.0192,0.9199,0.294,1.2192,0,0,0,0,1.6035,4.9257,4,N,False,False,False
S1,0,9,4595478896,-1.0,1.5498,0.3623,-1.0,1,0,1,1,0.1872,0.3744,1,Stay,False,False,False
S1,0,9,4605757488,-1.0,1.5498,0.3623,-1.0,1,0,0,1,0.0,0.936,2,E,True,False,False
S1,0,9,4619823792,0.3308,-1.0,0.7151,0.5874,0,1,0,0,0.2178,2.2062,3,E,False,False,True
S1,0,9,4619822064,0.7097,0.7111,0.9586,0.3419,0,0,0,0,0.0,0.7445,4,E,False,False,True
S1,0,9,4619821104,0.0,0.294,0.6389,0.2429,0,0,0,0,0.0,0.1453,4,E,False,False,True
S1,0,9,4595475920,0.7928,3.1404,0.6111,1.0887,0,0,0,0,0.0,2.7669,4,S,False,False,True
S1,0,9,4614738704,0.8109,0.4826,0.0,1.1566,0,0,1,0,0.0,1.5021,3,N,False,False,True
S1,0,9,4619821584,4.8025,0.8284,7.6054,0.8084,0,0,0,0,4.2584,4.1164,4,E,False,False,True
S1,0,9,4595755600,0.4624,0.0,0.5521,0.4765,0,0,0,0,0.0,1.6336,4,E,False,False,False
S1,0,9,4619824272,0.3107,0.084,1.5314,0.5945,0,0,0,0,0.0,1.054,4,E,False,False,True
S1,0,9,4619823408,-1.0,0.2413,0.2522,2.552,1,0,0,0,0.0,0.019,3,W,False,False,True
S1,0,9,4596703376,1.2258,0.4011,0.0,0.6297,0,0,1,0,0.0,1.0377,3,N,False,False,True
S1,0,9,4619822256,0.0,0.4932,1.2192,2.8214,1,0,0,0,0.0,1.4208,3,W,False,False,True
S1,0,9,4619822928,0.4826,0.3554,0.8596,0.0,0,0,0,1,0.0,0.1541,3,E,False,False,True
S1,0,9,4619823984,0.7265,0.8163,0.4591,0.438,0,0,0,0,0.0,1.0474,4,N,False,False,True
S1,0,9,4619820912,1.7935,2.9375,0.6344,3.7951,0,0,0,0,0.565,3.4207,4,W,False,False,True
S1,0,9,4619821008,0.294,0.5031,-1.0,0.9199,0,0,1,0,0.0,0.6051,3,S,False,False,True
S1,0,9,4596375120,0.234,1.2487,0.579,0.3744,0,0,0,0,0.0,0.009,4,S,False,False,False
S1,0,9,4594736912,0.336,0.6711,0.2455,-1.0,0,0,0,1,0.0,1.6559,3,S,False,False,True
S1,0,9,4595479856,0.8431,0.2423,0.3379,0.7754,0,0,0,0,0.0,0.0834,4,N,False,False,True
S1,0,9,4619822544,1.2287,0.5793,0.3066,1.9664,0,0,0,0,0.0,3.0633,4,N,False,False,True
S1,0,9,4614736688,0.5521,0.6677,0.5877,0.0,0,0,0,0,0.0,1.2019,4,N,False,False,False
S1,0,9,4619821872,0.9591,2.8893,0.932,1.4602,0,0,0,0,0.0,2.2876,4,S,False,False,True
S1,0,9,4619822352,0.042,0.4132,0.9748,0.2622,0,0,0,0,0.0,0.2493,4,E,False,False,False
S1,0,9,4619821968,0.7243,0.5377,-1.0,1.5314,0,0,1,0,0.0,1.0635,3,Stay,False,False,False
S1,0,9,4619822832,0.5185,3.9548,0.042,-1.0,0,0,0,1,0.0,1.9041,3,S,False,False,True
S1,0,9,4619821392,3.9548,0.4318,0.3419,-1.0,0,0,0,1,0.0,0.1284,3,N,False,False,False
S1,0,9,4619821776,1.0338,0.042,0.4416,0.0,0,0,0,1,0.0,1.9221,3,N,False,False,True
S1,0,10,4614738704,0.126,0.3424,0.0,1.0342,0,0,1,0,0.0,0.1056,3,S,False,False,True
S1,0,10,4619821296,3.9503,0.5011,0.4197,0.0,0,0,0,0,0.0,2.2655,4,N,False,False,True
S1,0,10,4619823984,0.7265,0.8163,0.4591,0.438,0,0,0,0,0.0,1.0474,4,N,False,False,False
S1,0,10,4619822928,0.4826,0.3554,0.8596,0.0,0,0,0,1,0.0,0.1541,3,E,False,False,False
S1,0,10,4595748016,0.974,0.0,0.3885,0.0,0,1,0,1,0.0,0.1033,2,N,False,False,True
S1,0,10,4619821776,0.084,0.4264,0.6925,0.0,0,0,0,1,0.0,0.6645,3,E,False,False,True
S1,0,10,4596703376,1.1986,0.2495,0.5246,1.2095,0,0,0,0,0.0,0.1489,4,N,False,False,True
S1,0,10,4619822160,0.5503,0.9441,5.1237,0.084,0,0,0,0,0.0,0.1462,4,E,False,False,True
S1,0,10,4619821968,0.7243,0.5377,-1.0,1.5314,0,0,1,0,0.0,1.0635,3,Stay,False,False,False
S1,0,10,4619822544,0.5011,0.6547,1.062,0.8583,0,0,0,0,0.0,1.7723,4,E,False,False,True
S1,0,10,4594736912,0.3732,1.671,1.3796,-1.0,0,0,0,1,0.0,0.0888,3,S,False,False,True
S1,0,10,4619822256,0.0,0.8348,0.3262,1.2825,1,0,0,0,0.0,2.0511,3,S,False,False,True
S1,0,10,4619822448,0.6614,0.0,0.5321,0.42,0,1,0,0,3.0612,3.0112,3,E,False,False,True
S1,0,10,4619821872,0.4995,1.2825,0.0,0.7706,0,0,1,0,0.0,2.8123,3,S,False,False,True
S1,0,10,4619821104,0.0,0.294,0.6389,0.2429,0,0,0,0,0.0,0.1453,4,E,False,False,False
S1,0,10,4619823408,-1.0,2.558,0.0458,7.258,1,0,0,0,0.0,0.6602,3,E,False,False,True
